,tweet_id,timestamp,source,text,expanded_urls,name,rat_den,rat_num,dog_type,created_at,likes,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
249,834574053763584002,2017-02-23 01:22:14,http://twitter.com/download/iphone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,https://twitter.com/dog_rates/status/834574053763584002/photo/1,None,10.0,13.0,doggo,2017-02-23 01:22:14,13833.0,2570.0,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1.0,Toilet_tissue,0.262936,False,Golden_retriever,0.226564,True,Bathtub,0.07887899999999999,False
250,834458053273591808,2017-02-22 17:41:18,http://twitter.com/download/iphone,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",https://twitter.com/dog_rates/status/834458053273591808/photo/1,Chester,10.0,12.0,None,2017-02-22 17:41:18,9741.0,1706.0,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1.0,Rhodesian_ridgeback,0.468619,True,Whippet,0.177531,True,Redbone,0.106552,True
251,834209720923721728,2017-02-22 01:14:30,http://twitter.com/download/iphone,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,"https://twitter.com/dog_rates/status/834209720923721728/photo/1,https://twitter.com/dog_rates/status/834209720923721728/photo/1",Wilson,10.0,12.0,None,2017-02-22 01:14:30,20877.0,4829.0,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1.0,Golden_retriever,0.754799,True,Pekinese,0.197861,True,Labrador_retriever,0.00865404,True
252,834167344700198914,2017-02-21 22:26:07,http://twitter.com/download/iphone,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,https://twitter.com/dog_rates/status/834167344700198914/photo/1,Sunshine,10.0,11.0,None,2017-02-21 22:26:07,16023.0,3706.0,https://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,1.0,Ox,0.991682,False,Bison,0.00533452,False,Water_buffalo,0.00113025,False
254,834086379323871233,2017-02-21 17:04:24,http://twitter.com/download/iphone,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,https://twitter.com/dog_rates/status/834086379323871233/photo/1,Lipton,10.0,12.0,None,2017-02-21 17:04:24,13228.0,2236.0,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,1.0,Bath_towel,0.736759,False,Sleeping_bag,0.0629591,False,Labrador_retriever,0.0452627,True
255,833863086058651648,2017-02-21 02:17:06,http://twitter.com/download/iphone,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,"https://twitter.com/dog_rates/status/833863086058651648/photo/1,https://twitter.com/dog_rates/status/833863086058651648/photo/1",Bentley,10.0,12.0,None,2017-02-21 02:17:06,13579.0,2442.0,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1.0,Kuvasz,0.494969,True,Great_pyrenees,0.312632,True,Golden_retriever,0.141736,True
256,833826103416520705,2017-02-20 23:50:09,http://twitter.com/download/iphone,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,"https://twitter.com/dog_rates/status/833826103416520705/photo/1,https://twitter.com/dog_rates/status/833826103416520705/photo/1",Charlie,10.0,13.0,None,2017-02-20 23:50:09,18257.0,3817.0,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,1.0,Chihuahua,0.438054,True,Kelpie,0.149706,True,Pembroke,0.0964805,True
257,833722901757046785,2017-02-20 17:00:04,http://twitter.com/download/iphone,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,"https://twitter.com/dog_rates/status/833722901757046785/photo/1,https://twitter.com/dog_rates/status/833722901757046785/photo/1",Bronte,10.0,13.0,None,2017-02-20 17:00:04,21064.0,3277.0,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,1.0,West_highland_white_terrier,0.918144,True,Maltese_dog,0.0257207,True,Lakeland_terrier,0.0202111,True
258,833479644947025920,2017-02-20 00:53:27,http://twitter.com/download/iphone,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,"https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1",Poppy,10.0,13.0,None,2017-02-20 00:53:27,15046.0,2085.0,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3.0,Golden_retriever,0.727039,True,Cocker_spaniel,0.0711398,True,Tibetan_mastiff,0.048694199999999986,True
259,833124694597443584,2017-02-19 01:23:00,http://twitter.com/download/iphone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,"https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1",Gidget,10.0,12.0,pupper,2017-02-19 01:23:00,20454.0,4912.0,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,3.0,Cardigan,0.7105229999999999,True,Kelpie,0.106102,True,Shopping_cart,0.0554755,False
260,832998151111966721,2017-02-18 17:00:10,http://twitter.com/download/iphone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0","https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",Rhino,10.0,13.0,doggo,2017-02-18 17:00:10,13464.0,2236.0,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1.0,Boxer,0.539036,True,French_bulldog,0.317617,True,Bull_mastiff,0.0939285,True
261,832757312314028032,2017-02-18 01:03:09,http://twitter.com/download/iphone,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,"https://twitter.com/dog_rates/status/832757312314028032/photo/1,https://twitter.com/dog_rates/status/832757312314028032/photo/1",Willow,10.0,13.0,None,2017-02-18 01:03:09,17084.0,3684.0,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,2.0,Cardigan,0.160888,True,Staffordshire_bullterrier,0.159441,True,Boston_bull,0.154368,True
264,832636094638288896,2017-02-17 17:01:29,http://twitter.com/download/iphone,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,https://twitter.com/dog_rates/status/832636094638288896/photo/1,Orion,10.0,12.0,None,2017-02-17 17:01:29,16083.0,2836.0,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,1.0,Eskimo_dog,0.5250319999999999,True,Siberian_husky,0.252238,True,Malamute,0.216839,True
265,832397543355072512,2017-02-17 01:13:34,http://twitter.com/download/iphone,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,"https://twitter.com/dog_rates/status/832397543355072512/photo/1,https://twitter.com/dog_rates/status/832397543355072512/photo/1",Eevee,10.0,12.0,None,2017-02-17 01:13:34,12116.0,2248.0,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,1.0,Pekinese,0.988916,True,Brabancon_griffon,0.0016768,True,Siamese_cat,0.00112589,False
266,832369877331693569,2017-02-16 23:23:38,http://twitter.com/download/iphone,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,https://twitter.com/dog_rates/status/832369877331693569/photo/1,Charlie,10.0,11.0,None,2017-02-16 23:23:38,17419.0,3242.0,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,1.0,Kelpie,0.50469,True,German_short-haired_pointer,0.105208,True,Staffordshire_bullterrier,0.0543385,True
267,832273440279240704,2017-02-16 17:00:25,http://twitter.com/download/iphone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,Smiley,10.0,14.0,doggo,2017-02-16 17:00:25,11515.0,2370.0,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1.0,Pembroke,0.134081,True,Ice_bear,0.0519278,False,Pug,0.0443109,True
268,832032802820481025,2017-02-16 01:04:13,http://twitter.com/download/iphone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M","https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",Miguel,10.0,12.0,doggo,2017-02-16 01:04:13,18137.0,4742.0,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1.0,Whippet,0.601712,True,Ibizan_hound,0.152662,True,Italian_greyhound,0.135055,True
269,831939777352105988,2017-02-15 18:54:34,http://twitter.com/download/iphone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,Emanuel,10.0,12.0,doggo,2017-02-15 18:54:34,24350.0,6246.0,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1.0,Pomeranian,0.153862,True,Marmot,0.0912339,False,Grey_fox,0.0906441,False
270,831911600680497154,2017-02-15 17:02:36,http://twitter.com/download/iphone,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,"https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1",Kuyu,10.0,14.0,None,2017-02-15 17:02:36,28052.0,6610.0,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,4.0,Bloodhound,0.777562,True,Great_dane,0.0474176,True,Leonberg,0.0179431,True
271,831670449226514432,2017-02-15 01:04:21,http://twitter.com/download/iphone,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,https://twitter.com/dog_rates/status/831670449226514432/photo/1,Daisy,10.0,13.0,None,2017-02-15 01:04:21,10605.0,1854.0,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,1.0,Pembroke,0.6248020000000001,True,Cardigan,0.362861,True,Appenzeller,0.00392621,True
272,831650051525054464,2017-02-14 23:43:18,http://twitter.com/download/iphone,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO","http://www.gofundme.com/bluethewhitehusky,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1",None,10.0,13.0,None,2017-02-14 23:43:18,7265.0,1966.0,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,1.0,Eskimo_dog,0.530416,True,Siberian_husky,0.180335,True,Norwegian_elkhound,0.104314,True
273,831552930092285952,2017-02-14 17:17:22,http://twitter.com/download/iphone,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,https://twitter.com/dog_rates/status/831552930092285952/photo/1,Dutch,10.0,13.0,None,2017-02-14 17:17:22,9125.0,2346.0,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,1.0,Chihuahua,0.257415,True,Pembroke,0.161442,True,French_bulldog,0.0921429,True
274,831322785565769729,2017-02-14 02:02:51,http://twitter.com/download/iphone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,Pete,10.0,12.0,doggo,2017-02-14 02:02:51,9395.0,1579.0,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1.0,Old_english_sheepdog,0.999715,True,Tibetan_terrier,4.62967e-05,True,Guinea_pig,4.118430000000001e-05,False
275,831315979191906304,2017-02-14 01:35:49,http://twitter.com,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,"https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1",None,10.0,13.0,pupper,2017-02-14 01:35:49,6648.0,1143.0,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,4.0,Briard,0.982755,True,Soft-coated_wheaten_terrier,0.00908435,True,Bouvier_des_flandres,0.0046928,True
276,831309418084069378,2017-02-14 01:09:44,http://twitter.com/download/iphone,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,https://twitter.com/dog_rates/status/831309418084069378/photo/1,Scooter,10.0,12.0,None,2017-02-14 01:09:44,11922.0,2498.0,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,1.0,Doberman,0.369389,True,Kelpie,0.132449,True,Labrador_retriever,0.0747273,True
277,831262627380748289,2017-02-13 22:03:49,http://twitter.com/download/iphone,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,https://twitter.com/dog_rates/status/831262627380748289/photo/1,Tucker,10.0,12.0,None,2017-02-13 22:03:49,12081.0,2082.0,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,1.0,Cocker_spaniel,0.26332300000000003,True,Brittany_spaniel,0.20055,True,Doormat,0.193414,False
278,830956169170665475,2017-02-13 01:46:03,http://twitter.com/download/iphone,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,https://twitter.com/dog_rates/status/830956169170665475/video/1,Reggie,10.0,12.0,None,2017-02-13 01:46:03,8103.0,1521.0,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,1.0,Kuvasz,0.451516,True,Golden_retriever,0.317196,True,English_setter,0.132759,True
279,830583320585068544,2017-02-12 01:04:29,http://twitter.com/download/iphone,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",Lilly,10.0,13.0,None,2017-02-12 01:04:29,67975.0,17104.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,Labrador_retriever,0.908703,True,Seat_belt,0.0570909,False,Pug,0.0119335,True
280,830097400375152640,2017-02-10 16:53:37,http://twitter.com/download/iphone,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW","https://www.gofundme.com/sick-baby-samson,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1",Samson,10.0,13.0,None,2017-02-10 16:53:37,9993.0,3006.0,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,4.0,Toy_poodle,0.442713,True,Pomeranian,0.142073,True,Pekinese,0.125745,True
281,829861396166877184,2017-02-10 01:15:49,http://twitter.com/download/iphone,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,https://twitter.com/dog_rates/status/829861396166877184/photo/1,Mia,10.0,12.0,None,2017-02-10 01:15:49,12428.0,1985.0,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,1.0,Border_terrier,0.394486,True,Staffordshire_bullterrier,0.376574,True,American_staffordshire_terrier,0.0312916,True
282,829501995190984704,2017-02-09 01:27:41,http://twitter.com/download/iphone,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,"https://twitter.com/dog_rates/status/829501995190984704/photo/1,https://twitter.com/dog_rates/status/829501995190984704/photo/1",Leo,10.0,12.0,None,2017-02-09 01:27:41,32289.0,10809.0,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,1.0,French_bulldog,0.950851,True,Pekinese,0.0151996,True,Pug,0.0110936,True
283,829449946868879360,2017-02-08 22:00:52,http://twitter.com/download/iphone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,https://twitter.com/dog_rates/status/829449946868879360/photo/1,None,10.0,11.0,doggo,2017-02-08 22:00:52,10631.0,2067.0,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1.0,Labrador_retriever,0.315163,True,Golden_retriever,0.15321,True,Pekinese,0.13279100000000002,True
285,829141528400556032,2017-02-08 01:35:19,http://twitter.com/download/iphone,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,"https://twitter.com/dog_rates/status/829141528400556032/photo/1,https://twitter.com/dog_rates/status/829141528400556032/photo/1",Malcolm,10.0,12.0,None,2017-02-08 01:35:19,24854.0,7505.0,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,2.0,Golden_retriever,0.57314,True,Cocker_spaniel,0.111159,True,Gibbon,0.0941269,False
286,829011960981237760,2017-02-07 17:00:28,http://twitter.com/download/iphone,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,"https://twitter.com/dog_rates/status/829011960981237760/photo/1,https://twitter.com/dog_rates/status/829011960981237760/photo/1",Dexter,10.0,13.0,None,2017-02-07 17:00:28,53993.0,16589.0,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,2.0,Boxer,0.312221,True,Dalmatian,0.24404,True,Conch,0.130273,False
287,828770345708580865,2017-02-07 01:00:22,http://twitter.com/download/iphone,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,https://twitter.com/dog_rates/status/828770345708580865/photo/1,Alfie,10.0,13.0,None,2017-02-07 01:00:22,26001.0,5982.0,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,1.0,Seat_belt,0.765979,False,Chesapeake_bay_retriever,0.0338986,True,Polecat,0.0272516,False
288,828708714936930305,2017-02-06 20:55:28,http://twitter.com/download/iphone,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,"https://twitter.com/dog_rates/status/828708714936930305/photo/1,https://twitter.com/dog_rates/status/828708714936930305/photo/1",Fiona,10.0,10.0,None,2017-02-06 20:55:28,37190.0,11419.0,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,1.0,Hippopotamus,0.942911,False,Mexican_hairless,0.00838837,True,Ice_lolly,0.00620647,False
289,828650029636317184,2017-02-06 17:02:17,http://twitter.com/download/iphone,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK","https://twitter.com/dog_rates/status/828650029636317184/photo/1,https://twitter.com/dog_rates/status/828650029636317184/photo/1,https://twitter.com/dog_rates/status/828650029636317184/photo/1",One,10.0,14.0,None,2017-02-06 17:02:17,9678.0,1379.0,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,1.0,Golden_retriever,0.649209,True,Chesapeake_bay_retriever,0.19856,True,Vizsla,0.0561999,True
290,828409743546925057,2017-02-06 01:07:28,http://twitter.com/download/iphone,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,https://twitter.com/dog_rates/status/828409743546925057/photo/1,Mutt,10.0,12.0,None,2017-02-06 01:07:28,6452.0,1184.0,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,1.0,Teddy,0.908457,False,Toy_poodle,0.0180398,True,Standard_poodle,0.0126671,True
291,828408677031882754,2017-02-06 01:03:14,http://twitter.com/download/iphone,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,https://twitter.com/dog_rates/status/828408677031882754/photo/1,Bear,10.0,12.0,None,2017-02-06 01:03:14,7805.0,1314.0,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,1.0,Weimaraner,0.13303299999999998,True,Chesapeake_bay_retriever,0.092227,True,American_staffordshire_terrier,0.0650945,True
292,828381636999917570,2017-02-05 23:15:47,http://twitter.com/download/iphone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,Doobert,10.0,14.0,doggo,2017-02-05 23:15:47,12807.0,2255.0,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1.0,Bedlington_terrier,0.392535,True,Labrador_retriever,0.0890217,True,Clumber,0.0817998,True
293,828376505180889089,2017-02-05 22:55:23,http://twitter.com/download/iphone,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",https://twitter.com/dog_rates/status/828376505180889089/photo/1,Beebop,10.0,13.0,None,2017-02-05 22:55:23,7513.0,1091.0,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,1.0,American_staffordshire_terrier,0.5230859999999999,True,Staffordshire_bullterrier,0.186168,True,Chihuahua,0.0420894,True
294,828372645993398273,2017-02-05 22:40:03,http://twitter.com/download/iphone,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,https://twitter.com/dog_rates/status/828372645993398273/photo/1,Alexander,10.0,12.0,None,2017-02-05 22:40:03,12775.0,2997.0,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,1.0,Malamute,0.663047,True,Eskimo_dog,0.207779,True,Tibetan_mastiff,0.040948800000000014,True
296,828046555563323392,2017-02-05 01:04:17,http://twitter.com/download/iphone,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9,"https://twitter.com/dog_rates/status/828046555563323392/photo/1,https://twitter.com/dog_rates/status/828046555563323392/photo/1,https://twitter.com/dog_rates/status/828046555563323392/photo/1",Sailer,10.0,13.0,None,2017-02-05 01:04:17,11980.0,2930.0,https://pbs.twimg.com/media/C33P8PrUcAMiQQs.jpg,3.0,Patio,0.272972,False,Window_screen,0.131295,False,Boathouse,0.0463925,False
297,828011680017821696,2017-02-04 22:45:42,http://twitter.com/download/iphone,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,"https://twitter.com/dog_rates/status/828011680017821696/photo/1,https://twitter.com/dog_rates/status/828011680017821696/photo/1",Brutus,10.0,11.0,None,2017-02-04 22:45:42,10533.0,2194.0,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,1.0,American_staffordshire_terrier,0.936662,True,Staffordshire_bullterrier,0.0329991,True,Bull_mastiff,0.0171834,True
298,827933404142436356,2017-02-04 17:34:40,http://twitter.com/download/iphone,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,"https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1",Kona,10.0,12.0,pupper,2017-02-04 17:34:40,20454.0,5350.0,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,2.0,German_shepherd,0.8061149999999999,True,Tibetan_mastiff,0.104831,True,Kelpie,0.0381482,True
299,827653905312006145,2017-02-03 23:04:02,http://twitter.com/download/iphone,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,https://twitter.com/dog_rates/status/827653905312006145/photo/1,Boots,10.0,12.0,None,2017-02-03 23:04:02,15743.0,3081.0,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,1.0,Collie,0.285555,True,Border_collie,0.217306,True,Saint_bernard,0.143245,True
300,827600520311402496,2017-02-03 19:31:54,http://twitter.com/download/iphone,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,https://twitter.com/dog_rates/status/827600520311402496/photo/1,Tucker,10.0,13.0,None,2017-02-03 19:31:54,7560.0,961.0,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,1.0,Pembroke,0.32563800000000004,True,Golden_retriever,0.317235,True,Labrador_retriever,0.116087,True
301,827324948884643840,2017-02-03 01:16:53,http://twitter.com/download/iphone,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",https://twitter.com/dog_rates/status/827324948884643840/photo/1,Ralphie,10.0,12.0,None,2017-02-03 01:16:53,16158.0,3118.0,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,1.0,Golden_retriever,0.352486,True,Toy_poodle,0.178884,True,Labrador_retriever,0.08416439999999999,True
302,827199976799354881,2017-02-02 17:00:17,http://twitter.com/download/iphone,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,"https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1",Charlie,10.0,13.0,None,2017-02-02 17:00:17,10761.0,2276.0,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,4.0,Great_dane,0.8696809999999999,True,American_staffordshire_terrier,0.0266582,True,Boxer,0.0198661,True
303,826958653328592898,2017-02-02 01:01:21,http://twitter.com/download/iphone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,Loki,10.0,12.0,doggo,2017-02-02 01:01:21,21973.0,5120.0,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1.0,Golden_retriever,0.6173890000000001,True,Labrador_retriever,0.33705300000000005,True,Tennis_ball,0.00855442,False
